the_geom,name,bin,doitt_id,shape_area,base_bbl,objectid,construction_year,feature_code,geometry_source,ground_elevation,height_roof,last_edited_date,last_status_type,map_pluto_bbl,length,geometry
"MULTIPOLYGON (((-74.005513032163 40.70619688283, -74.005512666492 40.706196609092, -74.005512542251 40.706196705453, -74.005421464305 40.706128522145, -74.005318415319 40.706051375627, -74.0053196329 40.706050630848, -74.00554084297 40.705915355465, -74.005711042816 40.706042773132, -74.005705650764 40.706046944569, -74.005710660097 40.706050694051, -74.005727270308 40.70606312929, -74.005733698883 40.706058156345, -74.005806302948 40.706112511183, -74.005606641594 40.706266962418, -74.005513032163 40.70619688283)))",,1001136,1114748,"1.364,9609375",1000710001,861.882,1.93,2.1,Photogrammetric,6.0,"123,33",2023 Oct 18 03:20:31 PM,constructed,1000710001,"151,91273760803",POINT (-74.005566 40.706088)
"MULTIPOLYGON (((-74.011138721084 40.701309675916, -74.011284856406 40.701277174802, -74.011344178392 40.701431663529, -74.01134424705 40.701431842724, -74.011342536146 40.701432222909, -74.011198111419 40.701464344813, -74.011138721084 40.701309675916)))",,1089745,1035760,"401,00390625",1000020003,46.008,1.9,2.1,Other (Manual),3.0,38,2017 Aug 10 03:10:29 PM,constructed,1000020003,"81,2140319971",POINT (-74.011241 40.701371)
"MULTIPOLYGON (((-73.991369160198 40.715005479246, -73.991337896145 40.714996152113, -73.991356100331 40.714960824652, -73.991339273043 40.714955804843, -73.991387289498 40.714862625417, -73.99145572048 40.714883041486, -73.991389501127 40.715011548409, -73.991369160198 40.715005479246)))",,1003858,122921,"154,66015625",1002980035,163.970,1.91,2.1,Photogrammetric,39.0,"34,3",2017 Aug 22 06:39:03 PM,constructed,1002980035,"56,89702256009",POINT (-73.991392 40.714934)
"MULTIPOLYGON (((-74.006300313903 40.71947737475, -74.006433267161 40.719539652967, -74.006414090143 40.719653084972, -74.006400352364 40.719651740375, -74.006399129253 40.719658981443, -74.006171394878 40.719636693653, -74.006182701368 40.719622720733, -74.006225862197 40.719569383003, -74.006300313903 40.71947737475)))",,1002151,638324,"479,296875",1001890039,212.685,1.915,2.1,Photogrammetric,10.0,"28,61",2017 Aug 22 06:38:38 PM,constructed,1001890039,"89,82198719601",POINT (-74.00632 40.719582)
"MULTIPOLYGON (((-74.009678202689 40.719040779245, -74.009714893612 40.718818395202, -74.009781012439 40.718824710282, -74.009745082086 40.719042491775, -74.009744321733 40.719047094346, -74.009678202689 40.719040779245)))",,1002070,695539,"244,1953125",1001810005,1.027.513,1.885,2.1,Photogrammetric,16.0,"60,96",2020 Jan 28 05:14:40 PM,constructed,1001810005,"80,67125447046",POINT (-74.00973 40.718933)
"MULTIPOLYGON (((-73.9948037995 40.711192941019, -73.994868264138 40.711187309412, -73.994868788124 40.711190780905, -73.994874640684 40.711229567073, -73.994838961622 40.711232683949, -73.994810284881 40.711235189683, -73.99478312292 40.711237563103, -73.99474942727 40.711240507143, -73.994743050802 40.711198248575, -73.994776441108 40.711195331538, -73.9948037995 40.711192941019)))",,1090005,1264534,"87,64453125",1002530001,112.337,1.935,2.1,Other (Manual),15.0,14,2017 Aug 10 03:09:40 PM,constructed,1002530001,"40,5547666976",POINT (-73.994809 40.711214)
"MULTIPOLYGON (((-74.01286517719 40.706671917605, -74.012877470714 40.706677274273, -74.012991579988 40.706726996698, -74.013101385266 40.706774843734, -74.013203080585 40.706819156188, -74.013307742928 40.706864761343, -74.013395957918 40.706903200247, -74.013268000581 40.707073259549, -74.013264707914 40.70707614967, -74.013260779691 40.707078534677, -74.013256344881 40.70708033531, -74.013255270457 40.707080594782, -74.013251554939 40.707081492119, -74.013246567244 40.707081965462, -74.013241549826 40.707081740011, -74.013236670721 40.70708082205, -74.013083627748 40.707014135065, -74.013118951903 40.706967189183, -74.013114014191 40.70696906461, -74.01310872371 40.706970261993, -74.01310324257 40.70697074349, -74.013097732887 40.706970496477, -74.013092362696 40.706969527237, -74.012985334639 40.706922891068, -74.012871097223 40.70687311282, -74.012785133473 40.706835654822, -74.012707189965 40.706801690758, -74.01268082538 40.70679020314, -74.012677884271 40.706787493824, -74.012675598665 40.706784438641, -74.012674037214 40.706781130334, -74.012673247269 40.706777667053, -74.012673251334 40.706774152357, -74.012674050612 40.706770689802, -74.012675619088 40.706767383852, -74.012757463802 40.706670470767, -74.01276189953 40.706667353604, -74.012766853652 40.706664728064, -74.012772233879 40.706662642783, -74.012777939633 40.706661138295, -74.012849744533 40.706692426677, -74.01286517719 40.706671917605)))",,1000807,174297,"2.092,66015625",1000200016,480.611,1.983,2.1,Photogrammetric,27.0,"421,97",2017 Aug 22 06:15:21 PM,constructed,1000200016,"220,21012057067",POINT (-74.013046 40.706859)
"MULTIPOLYGON (((-74.007204144138 40.718515286153, -74.007224030854 40.718424240635, -74.007308258461 40.718462897818, -74.007250028948 40.718536346202, -74.007185146308 40.718618186826, -74.007204144138 40.718515286153)))",,1079304,126300,"148,42578125",1001790042,50.719,1.97,2.1,Other (Manual),10.0,11,2017 Aug 22 06:39:04 PM,constructed,1001790042,"66,38496690677",POINT (-74.007239 40.718502)
"MULTIPOLYGON (((-74.007852063449 40.720465415163, -74.007934573009 40.719986738979, -74.008030233988 40.719996284053, -74.007997320459 40.720187180933, -74.007960569871 40.720400330564, -74.007947703799 40.720474957605, -74.007852063449 40.720465415163)))",,1002163,287021,"761,48828125",1001900012,1.079.021,1.908,2.1,Other (Manual),16.0,95,2020 Jan 28 05:21:17 PM,constructed,1001907501,"163,28815175698",POINT (-74.007941 40.720231)
"MULTIPOLYGON (((-74.009299364902 40.716567706084, -74.009391246763 40.716609494909, -74.009424104606 40.716567668922, -74.009475555163 40.71659106806, -74.009466280477 40.716602873613, -74.009632423315 40.716678436057, -74.009619532492 40.716694844432, -74.009558766624 40.716772196126, -74.009542482767 40.716764789879, -74.009540274731 40.716767600555, -74.009505747226 40.716811551916, -74.00952203109 40.716818958167, -74.009409893024 40.716961700971, -74.009265235471 40.71689591062, -74.009289398898 40.716663544599, -74.009299364902 40.716567706084)))",,1001531,2277,"1.417,59765625",1001410032,1.081.997,1.911,2.1,Other (Manual),18.0,167,2020 Jan 28 05:14:38 PM,constructed,1001417504,"169,12505124451",POINT (-74.009413 40.716751)
"MULTIPOLYGON (((-74.003110582344 40.705765638234, -74.003092017646 40.705748753242, -74.003091357374 40.705749174699, -74.00306990088 40.705762864851, -74.003069132874 40.705762166075, -74.00302957169 40.705726195287, -74.003109062306 40.705675522279, -74.003149477894 40.705712248545, -74.003150148864 40.705712858173, -74.003129086427 40.70572627547, -74.003146907971 40.705742466182, -74.003147228679 40.705743078521, -74.003147513888 40.705743698966, -74.003147774248 40.705744321212, -74.003148008575 40.705744949763, -74.003148209769 40.705745590021, -74.003148387298 40.705746240186, -74.003148542343 40.705746887649, -74.003148660706 40.705747536015, -74.003148744752 40.70574818348, -74.003148801583 40.705748842653, -74.003148827647 40.705749498225, -74.003148827678 40.705750157399, -74.003148791026 40.705750812973, -74.003148733074 40.705751460442, -74.003148636073 40.705752119619, -74.003148505938 40.705752767091, -74.003148354504 40.705753415463, -74.00314817467 40.705754054831, -74.003147961703 40.7057546942, -74.003147727435 40.705755325465, -74.003147452935 40.705755945925, -74.003147157134 40.705756569088, -74.003146840033 40.705757172439, -74.003146482699 40.705757773991, -74.003146104065 40.705758361134, -74.003145689931 40.705758945578, -74.003145263963 40.705759513812, -74.003144802494 40.705760071242, -74.003144319726 40.705760611562, -74.003143810923 40.705761141977, -74.003143277271 40.705761655283, -74.003142721134 40.705762159585, -74.003142141331 40.705762645877, -74.003141549694 40.705763123164, -74.003140921372 40.705763573437, -74.003140283584 40.705764015606, -74.003139619762 40.705764437964, -74.003138945289 40.705764844113, -74.003138249515 40.705765231352, -74.003137527707 40.705765590676, -74.003136791699 40.705765942796, -74.003136049774 40.705766274204, -74.003135292464 40.7057665822, -74.00313450912 40.705766870385, -74.003133730508 40.705767130654, -74.003132922313 40.70576738372, -74.003132107016 40.70576760887, -74.003131291719 40.705767806104, -74.003130462221 40.705767996135, -74.003129622071 40.705768149245, -74.003128781921 40.705768292449, -74.003127931119 40.705768402334, -74.003127079134 40.705768500513, -74.00312621413 40.705768563573, -74.003125362143 40.705768607721, -74.003124497137 40.70576863566, -74.003123634498 40.705768635684, -74.00312276949 40.705768615896, -74.003121906848 40.705768572695, -74.003121056039 40.705768509682, -74.003120189845 40.705768418754, -74.003119349682 40.705768303511, -74.003118498869 40.705768166656, -74.003117658705 40.705768015393, -74.00311682919 40.705767834413, -74.003116013873 40.705767628218, -74.003115198556 40.705767411217, -74.003114737055 40.705767270749, -74.003114393888 40.7057671672, -74.003113611701 40.705766897968, -74.003112833063 40.705766609825, -74.003112074541 40.705766302771, -74.003111317202 40.705765978608, -74.003110582344 40.705765638234)))",,1087300,478205,"106,0546875",1000730008,1.071.392,1.9,2.1,Other (Manual),7.0,11,2017 Aug 22 05:30:43 PM,constructed,1000730008,"45,34364706725",POINT (-74.003098 40.705726)
"MULTIPOLYGON (((-73.998765041576 40.718907505247, -73.998754651241 40.718903524881, -73.998604883323 40.718846145369, -73.998638998 40.718788778785, -73.998768749672 40.718841896827, -73.99879087127 40.71885095259, -73.998839835639 40.718870997546, -73.999044626818 40.718954834205, -73.999008171506 40.719000651847, -73.998765041576 40.718907505247)))",,1003060,585548,"433,640625",1002350004,4.302,1.915,2.1,Photogrammetric,21.0,"80,26",2017 Aug 22 06:02:32 PM,constructed,1002350004,"118,72406293253",POINT (-73.998819 40.718895)
"MULTIPOLYGON (((-73.991921485853 40.719089455804, -73.991844245017 40.719066906092, -73.99171428705 40.719028965533, -73.991635622591 40.719005998642, -73.991668799925 40.718940210685, -73.991829912453 40.718987247761, -73.992001655526 40.719037386707, -73.991968477288 40.719103174759, -73.991921485853 40.719089455804)))",,1005592,740841,"410,74609375",1004190068,477.189,1.9,2.1,Photogrammetric,40.0,"59,97",2017 Aug 22 06:33:18 PM,constructed,1004190068,"100,10314145065",POINT (-73.991819 40.719022)
"MULTIPOLYGON (((-73.998897811389 40.715102046592, -73.998929036176 40.715045995511, -73.998972792941 40.715058583244, -73.999010727003 40.715069496862, -73.999069529381 40.715086413441, -73.99909455407 40.715093613221, -73.999112390304 40.715098745369, -73.999161118942 40.71511276308, -73.999163283529 40.715113386249, -73.999161989953 40.715115506941, -73.999122821662 40.715179753571, -73.999056088734 40.71515670718, -73.999040496382 40.7151513229, -73.998934862554 40.715114842293, -73.998897811389 40.715102046592)))",,1079240,548735,"272,30859375",1001640031,1.063.519,1.915,2.1,Other (Manual),28.0,60,2017 Aug 22 07:11:55 PM,constructed,1001640031,"75,09024975784",POINT (-73.999032 40.715111)
"MULTIPOLYGON (((-73.994893925208 40.71720139939, -73.994898198348 40.717193241857, -73.994910879495 40.717197086696, -73.99498836767 40.717220583505, -73.995072121331 40.717245980607, -73.995038847768 40.717309507474, -73.994955092856 40.717284110348, -73.994864924645 40.717256768674, -73.994893925208 40.71720139939)))",,1079654,400844,"209,3359375",1003040001,254.173,1.91,2.1,Photogrammetric,40.0,"49,83",2019 Mar 26 07:40:49 PM,constructed,1003040001,"61,78320881957",POINT (-73.994969 40.717251)
"MULTIPOLYGON (((-74.009118587254 40.719924172087, -74.009140417154 40.719787010988, -74.009154484738 40.719698619416, -74.009252864065 40.719707682386, -74.009516933153 40.719732009743, -74.009481038062 40.719957563426, -74.009175647924 40.719929429231, -74.009118587254 40.719924172087)))",,1002117,668330,"1.356,2578125",1001870021,1.030.125,1.914,2.1,Photogrammetric,17.0,"75,55052527",2020 Jan 28 05:22:35 PM,constructed,1001870021,"148,0268456669",POINT (-74.009318 40.719828)
"MULTIPOLYGON (((-73.998533747485 40.715273341244, -73.998614548174 40.715139891994, -73.998689196027 40.7151660599, -73.99859667141 40.715318873637, -73.998522022239 40.715292705671, -73.998533747485 40.715273341244)))",,1001786,754376,"226,078125",1001630015,568.667,1.91,2.1,Photogrammetric,33.0,"93,76457191",2017 Aug 22 06:28:56 PM,constructed,1001630015,"67,69885199389",POINT (-73.998606 40.715229)
"MULTIPOLYGON (((-74.009216476234 40.714366675207, -74.009382039574 40.714158888822, -74.009404169507 40.714169098806, -74.009459223336 40.714194495897, -74.009387381717 40.714284658199, -74.009309514719 40.714382382529, -74.009293658965 40.714402282393, -74.009216476234 40.714366675207)))",,1001437,145352,"358,58203125",1001330009,1.077.192,1.858,2.1,Other (Manual),24.0,83,2020 Jan 28 05:18:04 PM,constructed,1001337503,"91,41716579654",POINT (-74.009338 40.714281)
"MULTIPOLYGON (((-73.994732397559 40.719080669395, -73.995073463615 40.719198153316, -73.995036298795 40.71926067503, -73.995030820241 40.719258790026, -73.994992168608 40.719323812377, -73.995008898982 40.719329569163, -73.994970124181 40.719394799519, -73.99465173366 40.719285238137, -73.994732397559 40.719080669395)))",,1090453,1283145,"1.238,34375",1004700053,675.646,2.018,2.1,Other (Manual),35.0,85,2019 Jun 27 02:42:58 PM,constructed,1004700053,"145,75884957316",POINT (-73.994856 40.719238)
"MULTIPOLYGON (((-74.011013106007 40.703393968951, -74.011099185361 40.703376649241, -74.011114899936 40.703373487828, -74.011118470945 40.703372768874, -74.011124350243 40.703391607015, -74.011158316687 40.70350043869, -74.011057841053 40.703522737859, -74.011013106007 40.703393968951)))",,1000014,721999,"230,75",1000070038,63.530,1.83,2.1,Photogrammetric,8.0,"49,46",2020 Jan 28 05:23:29 PM,constructed,1000070038,"62,60770546407",POINT (-74.011087 40.703447)
"MULTIPOLYGON (((-74.003489536181 40.718990313008, -74.003501176845 40.718975587514, -74.00362710304 40.718816296896, -74.003687284765 40.718740169466, -74.003761759189 40.718774252261, -74.003753550669 40.718784634509, -74.003651644569 40.718913541298, -74.0035640096 40.719024395929, -74.003489536181 40.718990313008)))",,1075671,518485,"414,78515625",1001930033,1.055.296,1.869,2.1,Photogrammetric,18.0,"69,47",2020 Jan 28 05:25:22 PM,constructed,1001930033,"105,02894409621",POINT (-74.003626 40.718882)
"MULTIPOLYGON (((-73.996195291973 40.712017209605, -73.996206719777 40.712006643388, -73.996199510811 40.711956491899, -73.996203663484 40.71195614624, -73.99621483866 40.71195521638, -73.996210478263 40.711924878026, -73.996195251013 40.711926146343, -73.9961916075 40.711900798643, -73.996177112263 40.71189074576, -73.996169497578 40.711837776557, -73.996168935675 40.711833869222, -73.996196749894 40.711831554029, -73.996258977146 40.711826374527, -73.99625978866 40.71183202526, -73.996267152627 40.71188325106, -73.996266687495 40.711884052499, -73.996260279797 40.711895082649, -73.996263923336 40.711920429447, -73.996249031 40.711921669867, -73.996253391414 40.711952007319, -73.99626828494 40.711950767799, -73.996275493957 40.712000918383, -73.996285332505 40.71200971489, -73.99628574063 40.712012555115, -73.996293858191 40.712069025511, -73.99620381758 40.712076520233, -73.996195291973 40.712017209605)))",,1003319,831328,"305,37109375",1002760047,668.815,1.9,2.1,Photogrammetric,22.0,"60,46",2017 Aug 22 07:29:01 PM,constructed,1002760047,"100,30908886226",POINT (-73.996232 40.711952)
"MULTIPOLYGON (((-74.001466115797 40.717611562169, -74.001600333222 40.717678430464, -74.001647754338 40.717702055579, -74.001603516361 40.717753460927, -74.001641520047 40.717772394517, -74.001623937986 40.717792825542, -74.001594139824 40.717827450575, -74.001582042785 40.717821424528, -74.001561916564 40.717811396722, -74.001543982968 40.71783223567, -74.001485857803 40.71780327783, -74.001313509751 40.718003546183, -74.001287831511 40.71799169486, -74.001171333889 40.717937925745, -74.001186815411 40.717920786177, -74.001466115797 40.717611562169)))",,1002329,707655,"1.239,48046875",1001950017,1.049.791,1.908,2.1,Photogrammetric,13.0,"116,83",2020 Jan 28 05:25:47 PM,constructed,1001950017,"175,35686957649",POINT (-74.001416 40.717801)
"MULTIPOLYGON (((-73.993507564668 40.719475883025, -73.993606602186 40.719285164154, -73.99363169471 40.719236842377, -73.993712200447 40.719261043504, -73.993676559344 40.719329679324, -73.993631689425 40.719416087088, -73.993588070649 40.719500083337, -73.993507564668 40.719475883025)))",,1005670,674715,"363,765625",1004240037,834.261,1.9,2.1,Photogrammetric,38.0,"49,86",2017 Aug 22 07:09:50 PM,constructed,1004240037,"94,74342215921",POINT (-73.99361 40.719368)
"MULTIPOLYGON (((-74.013216622669 40.706126771137, -74.013354021527 40.705964070657, -74.013358040322 40.705959312788, -74.013501839465 40.706008861965, -74.013627836817 40.706052276986, -74.013756857943 40.7060967343, -74.013869048772 40.706135391503, -74.013952130163 40.706164018629, -74.013944647704 40.706173963885, -74.013791635953 40.706377326835, -74.013762786132 40.706364756446, -74.013589728858 40.706289348364, -74.013414784403 40.706213118974, -74.013237324379 40.706135791884, -74.013216622669 40.706126771137)))",,1000802,363122,"2.380,95703125",1000200001,753.150,1.931,2.1,Photogrammetric,23.0,"379,41",2017 Aug 22 06:31:43 PM,constructed,1000200001,"211,73519478304",POINT (-74.01359 40.706161)
